"geo_area","pop2021","visitor2021","ratio","visitorTOpop","region","fips","x","y","order","hole","piece","group","abbr","full","county"
"Corson",3872,25043,0.15,647,"Missouri River","46031",-33463.04663574,66230.00936628,42185,FALSE,1,"46031.1","SD","South Dakota","Corson County"
"Corson",3872,25043,0.15,647,"Missouri River","46031",-37896.88074081,59772.21612113,42186,FALSE,1,"46031.1","SD","South Dakota","Corson County"
"Corson",3872,25043,0.15,647,"Missouri River","46031",-26661.65685855,52640.72125196,42187,FALSE,1,"46031.1","SD","South Dakota","Corson County"
"Corson",3872,25043,0.15,647,"Missouri River","46031",-114632.15331082,53572.23941215,42188,FALSE,1,"46031.1","SD","South Dakota","Corson County"
"Corson",3872,25043,0.15,647,"Missouri River","46031",-155916.45092502,54458.04455055,42189,FALSE,1,"46031.1","SD","South Dakota","Corson County"
"Corson",3872,25043,0.15,647,"Missouri River","46031",-154677.66350941,106944.28270274,42190,FALSE,1,"46031.1","SD","South Dakota","Corson County"
"Custer",8609,196237,0.04,2279,"Black Hills and Badlands","46033",-325034.5196431,-119388.76878951,42191,FALSE,1,"46033.1","SD","South Dakota","Custer County"
"Custer",8609,196237,0.04,2279,"Black Hills and Badlands","46033",-215424.47307282,-123694.47800056,42192,FALSE,1,"46033.1","SD","South Dakota","Custer County"
"Custer",8609,196237,0.04,2279,"Black Hills and Badlands","46033",-216301.57680146,-130057.53025883,42193,FALSE,1,"46033.1","SD","South Dakota","Custer County"
"Custer",8609,196237,0.04,2279,"Black Hills and Badlands","46033",-225854.04672055,-142039.67820102,42194,FALSE,1,"46033.1","SD","South Dakota","Custer County"
"Custer",8609,196237,0.04,2279,"Black Hills and Badlands","46033",-233384.44250462,-143185.65866667,42195,FALSE,1,"46033.1","SD","South Dakota","Custer County"
"Custer",8609,196237,0.04,2279,"Black Hills and Badlands","46033",-241580.95713491,-150574.82577671,42196,FALSE,1,"46033.1","SD","South Dakota","Custer County"
"Custer",8609,196237,0.04,2279,"Black Hills and Badlands","46033",-242093.45878235,-164907.4871317,42197,FALSE,1,"46033.1","SD","South Dakota","Custer County"
"Custer",8609,196237,0.04,2279,"Black Hills and Badlands","46033",-317404.65827577,-161482.3451124,42198,FALSE,1,"46033.1","SD","South Dakota","Custer County"
"Custer",8609,196237,0.04,2279,"Black Hills and Badlands","46033",-327023.40240792,-161122.92825614,42199,FALSE,1,"46033.1","SD","South Dakota","Custer County"
"Custer",8609,196237,0.04,2279,"Black Hills and Badlands","46033",-326893.12785065,-158288.47988792,42200,FALSE,1,"46033.1","SD","South Dakota","Custer County"
"Custer",8609,196237,0.04,2279,"Black Hills and Badlands","46033",-326610.67919601,-152147.21085003,42201,FALSE,1,"46033.1","SD","South Dakota","Custer County"
"Custer",8609,196237,0.04,2279,"Black Hills and Badlands","46033",-325034.5196431,-119388.76878951,42202,FALSE,1,"46033.1","SD","South Dakota","Custer County"
"Davison",19878,368962,0.05,1856,"Southeast","46035",134289.46741444,-126373.381729,42203,FALSE,1,"46035.1","SD","South Dakota","Davison County"
"Davison",19878,368962,0.05,1856,"Southeast","46035",162986.75571927,-125761.33879202,42204,FALSE,1,"46035.1","SD","South Dakota","Davison County"
"Davison",19878,368962,0.05,1856,"Southeast","46035",164133.34026374,-164846.50856062,42205,FALSE,1,"46035.1","SD","South Dakota","Davison County"
"Davison",19878,368962,0.05,1856,"Southeast","46035",152060.14766892,-165219.38296263,42206,FALSE,1,"46035.1","SD","South Dakota","Davison County"
"Davison",19878,368962,0.05,1856,"Southeast","46035",135460.01954058,-165542.85448571,42207,FALSE,1,"46035.1","SD","South Dakota","Davison County"
"Davison",19878,368962,0.05,1856,"Southeast","46035",134289.46741444,-126373.381729,42208,FALSE,1,"46035.1","SD","South Dakota","Davison County"
"Day",5414,149077,0.04,2754,"Glacial Lakes & Prairies","46037",158023.78291805,28703.47174976,42209,FALSE,1,"46037.1","SD","South Dakota","Day County"
"Day",5414,149077,0.04,2754,"Glacial Lakes & Prairies","46037",157199.52005869,67401.09109127,42210,FALSE,1,"46037.1","SD","South Dakota","Day County"
"Day",5414,149077,0.04,2754,"Glacial Lakes & Prairies","46037",204352.13549926,68662.83571638,42211,FALSE,1,"46037.1","SD","South Dakota","Day County"
"Day",5414,149077,0.04,2754,"Glacial Lakes & Prairies","46037",205136.02933836,65472.07604785,42212,FALSE,1,"46037.1","SD","South Dakota","Day County"
"Day",5414,149077,0.04,2754,"Glacial Lakes & Prairies","46037",215840.03694673,65766.95978924,42213,FALSE,1,"46037.1","SD","South Dakota","Day County"
"Day",5414,149077,0.04,2754,"Glacial Lakes & Prairies","46037",216902.83697054,36814.8264568,42214,FALSE,1,"46037.1","SD","South Dakota","Day County"
"Day",5414,149077,0.04,2754,"Glacial Lakes & Prairies","46037",217456.56857542,20607.38425614,42215,FALSE,1,"46037.1","SD","South Dakota","Day County"
"Day",5414,149077,0.04,2754,"Glacial Lakes & Prairies","46037",215668.81332963,20473.36327932,42216,FALSE,1,"46037.1","SD","South Dakota","Day County"
"Day",5414,149077,0.04,2754,"Glacial Lakes & Prairies","46037",196457.28266227,19900.72824623,42217,FALSE,1,"46037.1","SD","South Dakota","Day County"
"Day",5414,149077,0.04,2754,"Glacial Lakes & Prairies","46037",158239.45795642,19017.8015467,42218,FALSE,1,"46037.1","SD","South Dakota","Day County"
"Day",5414,149077,0.04,2754,"Glacial Lakes & Prairies","46037",158023.78291805,28703.47174976,42219,FALSE,1,"46037.1","SD","South Dakota","Day County"
"Deuel",4272,59902,0.07,1402,"Glacial Lakes & Prairies","46039",245715.29812339,-17024.86897828,42220,FALSE,1,"46039.1","SD","South Dakota","Deuel County"
"Deuel",4272,59902,0.07,1402,"Glacial Lakes & Prairies","46039",245154.09237935,2145.03038972,42221,FALSE,1,"46039.1","SD","South Dakota","Deuel County"
"Deuel",4272,59902,0.07,1402,"Glacial Lakes & Prairies","46039",278664.49313521,3576.59796387,42222,FALSE,1,"46039.1","SD","South Dakota","Deuel County"
"Deuel",4272,59902,0.07,1402,"Glacial Lakes & Prairies","46039",279578.27583842,-15508.97471207,42223,FALSE,1,"46039.1","SD","South Dakota","Deuel County"
"Deuel",4272,59902,0.07,1402,"Glacial Lakes & Prairies","46039",280503.49171769,-34863.32586833,42224,FALSE,1,"46039.1","SD","South Dakota","Deuel County"
"Deuel",4272,59902,0.07,1402,"Glacial Lakes & Prairies","46039",280968.69475408,-44606.23957667,42225,FALSE,1,"46039.1","SD","South Dakota","Deuel County"
"Deuel",4272,59902,0.07,1402,"Glacial Lakes & Prairies","46039",246750.86174548,-45996.05653956,42226,FALSE,1,"46039.1","SD","South Dakota","Deuel County"
"Deuel",4272,59902,0.07,1402,"Glacial Lakes & Prairies","46039",245715.29812339,-17024.86897828,42227,FALSE,1,"46039.1","SD","South Dakota","Deuel County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-116799.32831863,5338.66401735,42228,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-116069.9195297,43941.96752203,42229,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-114632.15331082,53572.23941215,42230,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-26661.65685855,52640.72125196,42231,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-21413.46101841,42495.41698563,42232,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-24045.13324142,32504.41563086,42233,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-20372.14000452,27476.7335616,42234,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-25544.64163313,11097.08626808,42235,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-21980.38143849,2212.68261617,42236,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-30793.20102947,2966.19379579,42237,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-31880.99301143,-11296.19942741,42238,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-33009.28214051,-17331.66933067,42239,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-41812.72925073,-25849.59853219,42240,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-48078.31136863,-25457.90131886,42241,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-53345.22198379,-19440.990356,42242,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-56650.27378527,-25220.77340895,42243,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-71842.67440516,-23644.13792113,42244,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-80788.20686798,-30163.55353906,42245,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-89775.94043857,-27489.16109351,42246,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-89338.19139279,-32.59701205,42247,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-117984.60929474,400.83969814,42248,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Dewey",5246,45434,0.12,866,"Missouri River","46041",-116799.32831863,5338.66401735,42249,FALSE,1,"46041.1","SD","South Dakota","Dewey County"
"Douglas",2821,35032,0.08,1242,"Southeast","46043",104393.58903829,-166034.98234763,42250,FALSE,1,"46043.1","SD","South Dakota","Douglas County"
"Douglas",2821,35032,0.08,1242,"Southeast","46043",135460.01954058,-165542.85448571,42251,FALSE,1,"46043.1","SD","South Dakota","Douglas County"
"Douglas",2821,35032,0.08,1242,"Southeast","46043",152060.14766892,-165219.38296263,42252,FALSE,1,"46043.1","SD","South Dakota","Douglas County"
"Douglas",2821,35032,0.08,1242,"Southeast","46043",153249.85355715,-198720.23697025,42253,FALSE,1,"46043.1","SD","South Dakota","Douglas County"
"Douglas",2821,35032,0.08,1242,"Southeast","46043",104531.67617166,-180404.97372139,42254,FALSE,1,"46043.1","SD","South Dakota","Douglas County"
"Douglas",2821,35032,0.08,1242,"Southeast","46043",104393.58903829,-166034.98234763,42255,FALSE,1,"46043.1","SD","South Dakota","Douglas County"
"Edmunds",4033,51293,0.08,1272,"Glacial Lakes & Prairies","46045",22743.17335602,66022.86992856,42256,FALSE,1,"46045.1","SD","South Dakota","Edmunds County"
"Edmunds",4033,51293,0.08,1272,"Glacial Lakes & Prairies","46045",99205.17600112,66526.45194832,42257,FALSE,1,"46045.1","SD","South Dakota","Edmunds County"
"Edmunds",4033,51293,0.08,1272,"Glacial Lakes & Prairies","46045",99470.04783232,63349.561143,42258,FALSE,1,"46045.1","SD","South Dakota","Edmunds County"
"Edmunds",4033,51293,0.08,1272,"Glacial Lakes & Prairies","46045",100013.81405013,27894.58200167,42259,FALSE,1,"46045.1","SD","South Dakota","Edmunds County"
"Edmunds",4033,51293,0.08,1272,"Glacial Lakes & Prairies","46045",33394.54071493,27371.19158538,42260,FALSE,1,"46045.1","SD","South Dakota","Edmunds County"
"Edmunds",4033,51293,0.08,1272,"Glacial Lakes & Prairies","46045",22782.9699752,27379.9743772,42261,FALSE,1,"46045.1","SD","South Dakota","Edmunds County"
"Edmunds",4033,51293,0.08,1272,"Glacial Lakes & Prairies","46045",22743.17335602,66022.86992856,42262,FALSE,1,"46045.1","SD","South Dakota","Edmunds County"
"Fall River",7202,116842,0.06,1622,"Black Hills and Badlands","46047",-327023.40240792,-161122.92825614,42263,FALSE,1,"46047.1","SD","South Dakota","Fall River County"
"Fall River",7202,116842,0.06,1622,"Black Hills and Badlands","46047",-317404.65827577,-161482.3451124,42264,FALSE,1,"46047.1","SD","South Dakota","Fall River County"
"Fall River",7202,116842,0.06,1622,"Black Hills and Badlands","46047",-242093.45878235,-164907.4871317,42265,FALSE,1,"46047.1","SD","South Dakota","Fall River County"
"Fall River",7202,116842,0.06,1622,"Black Hills and Badlands","46047",-243985.7679708,-217870.44790452,42266,FALSE,1,"46047.1","SD","South Dakota","Fall River County"
"Fall River",7202,116842,0.06,1622,"Black Hills and Badlands","46047",-282622.14356607,-216281.85867277,42267,FALSE,1,"46047.1","SD","South Dakota","Fall River County"
"Fall River",7202,116842,0.06,1622,"Black Hills and Badlands","46047",-284975.45655345,-216182.28744699,42268,FALSE,1,"46047.1","SD","South Dakota","Fall River County"
"Fall River",7202,116842,0.06,1622,"Black Hills and Badlands","46047",-329490.32052611,-214141.20084345,42269,FALSE,1,"46047.1","SD","South Dakota","Fall River County"
"Fall River",7202,116842,0.06,1622,"Black Hills and Badlands","46047",-327981.77511541,-182011.6342532,42270,FALSE,1,"46047.1","SD","South Dakota","Fall River County"
"Fall River",7202,116842,0.06,1622,"Black Hills and Badlands","46047",-327023.40240792,-161122.92825614,42271,FALSE,1,"46047.1","SD","South Dakota","Fall River County"
"Faulk",2137,24303,0.09,1137,"Glacial Lakes & Prairies","46049",33394.54071493,27371.19158538,42272,FALSE,1,"46049.1","SD","South Dakota","Faulk County"
"Faulk",2137,24303,0.09,1137,"Glacial Lakes & Prairies","46049",100013.81405013,27894.58200167,42273,FALSE,1,"46049.1","SD","South Dakota","Faulk County"
"Faulk",2137,24303,0.09,1137,"Glacial Lakes & Prairies","46049",100383.50567679,27896.86965952,42274,FALSE,1,"46049.1","SD","South Dakota","Faulk County"
"Faulk",2137,24303,0.09,1137,"Glacial Lakes & Prairies","46049",101093.61082141,-10661.06846114,42275,FALSE,1,"46049.1","SD","South Dakota","Faulk County"
"Faulk",2137,24303,0.09,1137,"Glacial Lakes & Prairies","46049",54210.66446869,-11197.70034832,42276,FALSE,1,"46049.1","SD","South Dakota","Faulk County"
"Faulk",2137,24303,0.09,1137,"Glacial Lakes & Prairies","46049",33657.25389728,-11335.12042182,42277,FALSE,1,"46049.1","SD","South Dakota","Faulk County"
"Faulk",2137,24303,0.09,1137,"Glacial Lakes & Prairies","46049",33394.54071493,27371.19158538,42278,FALSE,1,"46049.1","SD","South Dakota","Faulk County"
"Grant",7519,121053,0.06,1610,"Glacial Lakes & Prairies","46051",216902.83697054,36814.8264568,42279,FALSE,1,"46051.1","SD","South Dakota","Grant County"
"Grant",7519,121053,0.06,1610,"Glacial Lakes & Prairies","46051",233998.69360054,37337.41693697,42280,FALSE,1,"46051.1","SD","South Dakota","Grant County"
"Grant",7519,121053,0.06,1610,"Glacial Lakes & Prairies","46051",235015.12223714,40715.38676434,42281,FALSE,1,"46051.1","SD","South Dakota","Grant County"
"Grant",7519,121053,0.06,1610,"Glacial Lakes & Prairies","46051",275850.05228083,42357.43224299,42282,FALSE,1,"46051.1","SD","South Dakota","Grant County"
"Grant",7519,121053,0.06,1610,"Glacial Lakes & Prairies","46051",276903.87033078,40267.19803456,42283,FALSE,1,"46051.1","SD","South Dakota","Grant County"
"Grant",7519,121053,0.06,1610,"Glacial Lakes & Prairies","46051",277110.50947137,35966.51824787,42284,FALSE,1,"46051.1","SD","South Dakota","Grant County"
"Grant",7519,121053,0.06,1610,"Glacial Lakes & Prairies","46051",278664.49313521,3576.59796387,42285,FALSE,1,"46051.1","SD","South Dakota","Grant County"
"Grant",7519,121053,0.06,1610,"Glacial Lakes & Prairies","46051",245154.09237935,2145.03038972,42286,FALSE,1,"46051.1","SD","South Dakota","Grant County"
"Grant",7519,121053,0.06,1610,"Glacial Lakes & Prairies","46051",244286.30910723,21405.54117406,42287,FALSE,1,"46051.1","SD","South Dakota","Grant County"
"Grant",7519,121053,0.06,1610,"Glacial Lakes & Prairies","46051",217456.56857542,20607.38425614,42288,FALSE,1,"46051.1","SD","South Dakota","Grant County"
"Grant",7519,121053,0.06,1610,"Glacial Lakes & Prairies","46051",216902.83697054,36814.8264568,42289,FALSE,1,"46051.1","SD","South Dakota","Grant County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",37550.87805422,-166702.5123341,42290,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",56626.3078045,-166580.658286,42291,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",55681.7649882,-170117.22711421,42292,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",68413.77800731,-174559.10609967,42293,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",75298.15900756,-186294.91497955,42294,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",82504.19535285,-193074.21990622,42295,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",89362.38237613,-194323.4222535,42296,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",91760.63258735,-203730.99713116,42297,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",99521.1853288,-205408.10786295,42298,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",106371.96275569,-213014.68432082,42299,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",119894.18472144,-216921.86339443,42300,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",122115.0264136,-221416.98166045,42301,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",93697.5893753,-221912.19509228,42302,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",60639.75371502,-222299.71085342,42303,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",37898.58141205,-222470.84314195,42304,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Gregory",3977,102867,0.04,2587,"Missouri River","46053",37550.87805422,-166702.5123341,42305,FALSE,1,"46053.1","SD","South Dakota","Gregory County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-158655.93420253,-52427.26628264,42306,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-158603.51114951,-52346.57741704,42307,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-149704.70230925,-49579.27000679,42308,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-143576.98375392,-51508.07100524,42309,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-135822.04560727,-45324.36450251,42310,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-121276.50967231,-46906.30211962,42311,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-115203.53374408,-39418.78427676,42312,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-97184.56165602,-33479.70826365,42313,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-89775.94043857,-27489.16109351,42314,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-91262.10794873,-33826.95605421,42315,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-91861.49772524,-72385.3265319,42316,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-93058.63242744,-91836.29082055,42317,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-83500.72613133,-91922.01870695,42318,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-83736.60337607,-111214.22296161,42319,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-85119.02132915,-111200.85305611,42320,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-160561.24815317,-109821.38944138,42321,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Haakon",1835,56567,0.03,3083,"Black Hills and Badlands","46055",-158655.93420253,-52427.26628264,42322,FALSE,1,"46055.1","SD","South Dakota","Haakon County"
"Hamlin",6255,87977,0.07,1406,"Glacial Lakes & Prairies","46057",197881.38109769,-18729.20408459,42323,FALSE,1,"46057.1","SD","South Dakota","Hamlin County"
"Hamlin",6255,87977,0.07,1406,"Glacial Lakes & Prairies","46057",245715.29812339,-17024.86897828,42324,FALSE,1,"46057.1","SD","South Dakota","Hamlin County"
"Hamlin",6255,87977,0.07,1406,"Glacial Lakes & Prairies","46057",246750.86174548,-45996.05653956,42325,FALSE,1,"46057.1","SD","South Dakota","Hamlin County"
"Hamlin",6255,87977,0.07,1406,"Glacial Lakes & Prairies","46057",227549.80262237,-46776.46746105,42326,FALSE,1,"46057.1","SD","South Dakota","Hamlin County"
"Hamlin",6255,87977,0.07,1406,"Glacial Lakes & Prairies","46057",198700.21650786,-47648.49033898,42327,FALSE,1,"46057.1","SD","South Dakota","Hamlin County"
"Hamlin",6255,87977,0.07,1406,"Glacial Lakes & Prairies","46057",197881.38109769,-18729.20408459,42328,FALSE,1,"46057.1","SD","South Dakota","Hamlin County"
"Hand",3095,60694,0.05,1961,"Glacial Lakes & Prairies","46059",54210.66446869,-11197.70034832,42329,FALSE,1,"46059.1","SD","South Dakota","Hand County"
"Hand",3095,60694,0.05,1961,"Glacial Lakes & Prairies","46059",101093.61082141,-10661.06846114,42330,FALSE,1,"46059.1","SD","South Dakota","Hand County"
"Hand",3095,60694,0.05,1961,"Glacial Lakes & Prairies","46059",101998.22239,-12470.12064406,42331,FALSE,1,"46059.1","SD","South Dakota","Hand County"
"Hand",3095,60694,0.05,1961,"Glacial Lakes & Prairies","46059",102404.37949133,-39863.01190434,42332,FALSE,1,"46059.1","SD","South Dakota","Hand County"
"Hand",3095,60694,0.05,1961,"Glacial Lakes & Prairies","46059",103598.50338433,-88491.22078887,42333,FALSE,1,"46059.1","SD","South Dakota","Hand County"
"Hand",3095,60694,0.05,1961,"Glacial Lakes & Prairies","46059",85623.54720904,-88770.50499959,42334,FALSE,1,"46059.1","SD","South Dakota","Hand County"
"Hand",3095,60694,0.05,1961,"Glacial Lakes & Prairies","46059",55792.8129449,-89289.95032846,42335,FALSE,1,"46059.1","SD","South Dakota","Hand County"
"Hand",3095,60694,0.05,1961,"Glacial Lakes & Prairies","46059",55432.0716389,-50090.09487938,42336,FALSE,1,"46059.1","SD","South Dakota","Hand County"
"Hand",3095,60694,0.05,1961,"Glacial Lakes & Prairies","46059",54210.66446869,-11197.70034832,42337,FALSE,1,"46059.1","SD","South Dakota","Hand County"
"Hanson",3505,19517,0.18,557,"Southeast","46061",162986.75571927,-125761.33879202,42338,FALSE,1,"46061.1","SD","South Dakota","Hanson County"
"Hanson",3505,19517,0.18,557,"Southeast","46061",172301.15131,-125614.32999616,42339,FALSE,1,"46061.1","SD","South Dakota","Hanson County"
"Hanson",3505,19517,0.18,557,"Southeast","46061",191748.57013099,-125160.7467633,42340,FALSE,1,"46061.1","SD","South Dakota","Hanson County"
"Hanson",3505,19517,0.18,557,"Southeast","46061",192995.98509398,-163975.2947848,42341,FALSE,1,"46061.1","SD","South Dakota","Hanson County"
"Hanson",3505,19517,0.18,557,"Southeast","46061",164133.34026374,-164846.50856062,42342,FALSE,1,"46061.1","SD","South Dakota","Hanson County"
"Hanson",3505,19517,0.18,557,"Southeast","46061",162986.75571927,-125761.33879202,42343,FALSE,1,"46061.1","SD","South Dakota","Hanson County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-312635.23539565,112952.23144629,42344,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-282935.32121317,111524.66737445,42345,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-265487.14115047,110762.31604484,42346,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-248768.71786301,110063.23851645,42347,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-231563.42025892,109390.06106138,42348,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-227422.73139126,109235.15799983,42349,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-231591.65860778,27898.97019103,42350,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-316316.08109666,31568.81630781,42351,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-315648.87161726,45239.89371622,42352,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-314895.30676782,62446.75394264,42353,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-314533.97020719,69904.34388654,42354,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-313510.79777899,91244.88658988,42355,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-312959.01539698,103992.00519089,42356,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-312889.71614487,105911.74773885,42357,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Harding",1327,27573,0.05,2078,"Black Hills and Badlands","46063",-312635.23539565,112952.23144629,42358,FALSE,1,"46063.1","SD","South Dakota","Harding County"
"Hughes",17694,359753,0.05,2033,"Missouri River","46065",-41722.43122257,-50188.93996421,42359,FALSE,1,"46065.1","SD","South Dakota","Hughes County"
"Hughes",17694,359753,0.05,2033,"Missouri River","46065",25643.73577196,-50196.50466936,42360,FALSE,1,"46065.1","SD","South Dakota","Hughes County"
