city,YEAR,total arrivals by city,pct_of_county,county,lat,lon
Centerville,2020,7178,0.231759635847841,Turner,43.09749,-96.95614
Centerville,2021,7600,0.195306140393775,Turner,43.09749,-96.95614
Chamberlain,2019,92442,0.556134887798787,Brule,43.78567,-99.32009
Chamberlain,2020,88921,0.590246347386810,Brule,43.78567,-99.32009
Chamberlain,2021,89898,0.529401718972040,Brule,43.78567,-99.32009
Chancellor,2019,4991,0.124797501515138,Turner,43.41727,-96.97601
Chancellor,2020,3830,0.123666706612523,Turner,43.41727,-96.97601
Chancellor,2021,3548,0.091165568933590,Turner,43.41727,-96.97601
Cherry Creek,2019,697,0.134095868554074,Ziebach,44.63786,-101.52699
Cherry Creek,2020,320,0.058760323767683,Ziebach,44.63786,-101.52699
Cherry Creek,2021,702,0.083053511811341,Ziebach,44.63786,-101.52699
Chester,2019,3617,0.044472245886117,Lake,43.90551,-96.94779
Chester,2020,4504,0.069917468593515,Lake,43.90551,-96.94779
Chester,2021,5302,0.069579238844386,Lake,43.90551,-96.94779
Claire City,2019,1141,0.007610306158394,Roberts,45.86114,-97.09999
Claire City,2020,651,0.005072550300693,Roberts,45.86114,-97.09999
Claire City,2021,2002,0.012911626655180,Roberts,45.86114,-97.09999
Claremont,2019,3942,0.004390027213431,Brown,45.68049,-98.00242
Claremont,2020,1664,0.001853492262813,Brown,45.68049,-98.00242
Claremont,2021,2317,0.002579953234503,Brown,45.68049,-98.00242
Clark,2019,22801,0.518289643037251,Clark,44.89137,-97.73356
Clark,2020,21967,0.594459572169246,Clark,44.89137,-97.73356
Clark,2021,27986,0.544132578234237,Clark,44.89137,-97.73356
Clear Lake,2019,28948,0.492173258851414,Deuel,44.75654,-96.71677
Clear Lake,2020,20342,0.407236591573842,Deuel,44.75654,-96.71677
Clear Lake,2021,26404,0.553237375071488,Deuel,44.75654,-96.71677
Colman,2019,8091,0.183426542272182,Moody,43.97362,-96.81997
Colman,2020,9478,0.259426076333992,Moody,43.97362,-96.81997
Colman,2021,8540,0.214475117697700,Moody,43.97362,-96.81997
Colome,2019,5377,0.067913164733560,Tripp,43.22956,-99.74404
Colome,2020,12639,0.173822875652195,Tripp,43.22956,-99.74404
Colome,2021,9416,0.130731861741522,Tripp,43.22956,-99.74404
Colton,2019,4786,0.001700682382996,Minnehaha,43.79246,-96.94160
Colton,2020,9056,0.004728189422235,Minnehaha,43.79246,-96.94160
Colton,2021,4758,0.001903198540236,Minnehaha,43.79246,-96.94160
Columbia,2019,3971,0.004422684164009,Brown,45.61189,-98.31264
Columbia,2020,2050,0.002283560389419,Brown,45.61189,-98.31264
Columbia,2021,2165,0.002411695414861,Brown,45.61189,-98.31264
Conde,2019,3910,0.060707631457723,Spink,45.17272,-98.11625
Conde,2020,3925,0.071013305673422,Spink,45.17272,-98.11625
Conde,2021,4103,0.058798039163143,Spink,45.17272,-98.11625
Corona,2019,18616,0.124110827772118,Roberts,45.36599,-96.70427
Corona,2020,13162,0.102493865656519,Roberts,45.36599,-96.70427
Corona,2021,18882,0.121750401444745,Roberts,45.36599,-96.70427
Corsica,2019,20729,0.792656722457842,Douglas,43.44000,-98.42779
Corsica,2020,17763,0.742274705375241,Douglas,43.44000,-98.42779
Corsica,2021,16274,0.598461958952660,Douglas,43.44000,-98.42779
Cresbard,2019,1621,0.063104113167114,Faulk,45.17268,-98.93258
Cresbard,2020,1500,0.070922505368284,Faulk,45.17268,-98.93258
Cresbard,2021,1638,0.080596096581932,Faulk,45.17268,-98.93258
Crooks,2019,1338,0.000475595642334,Minnehaha,43.66082,-96.81764
Crooks,2020,2058,0.001074619361866,Minnehaha,43.66082,-96.81764
Crooks,2021,1634,0.000653661225658,Minnehaha,43.66082,-96.81764
Custer,2019,206911,0.328617831828723,Custer,43.74773,-103.59894
Custer,2020,199161,0.326434347068600,Custer,43.74773,-103.59894
Custer,2021,177603,0.300387479358224,Custer,43.74773,-103.59894
Dallas,2019,8219,0.100960269532325,Gregory,32.84277,-96.79333
Dallas,2020,8312,0.101700420656579,Gregory,32.84277,-96.79333
Dallas,2021,7687,0.083145859499014,Gregory,32.84277,-96.79333
Dante,2019,1104,0.007575245076036,Charles Mix,43.02365,-98.17439
Dante,2020,2099,0.013516568613531,Charles Mix,43.02365,-98.17439
Dante,2021,2213,0.013099780520524,Charles Mix,43.02365,-98.17439
Davis,2019,1127,0.028175012931240,Turner,43.29115,-96.93874
Davis,2020,1291,0.041683991740066,Turner,43.29115,-96.93874
Davis,2021,778,0.019990358223391,Turner,43.29115,-96.93874
De Smet,2019,18580,0.235908343999531,Kingsbury,44.40778,-97.56762
De Smet,2020,14649,0.246952938017606,Kingsbury,44.40778,-97.56762
De Smet,2021,19913,0.265655072132916,Kingsbury,44.40778,-97.56762
Deadwood,2019,353169,0.355726206206541,Lawrence,44.32023,-103.70483
Deadwood,2020,281143,0.334692780914100,Lawrence,44.32023,-103.70483
Deadwood,2021,291331,0.308620805508565,Lawrence,44.32023,-103.70483
Dell Rapids,2019,31130,0.011062250441341,Minnehaha,43.84078,-96.72126
Dell Rapids,2020,21793,0.011378202858016,Minnehaha,43.84078,-96.72126
Dell Rapids,2021,33416,0.013367451585529,Minnehaha,43.84078,-96.72126
Delmont,2019,3020,0.115490653105406,Douglas,43.25182,-98.16035
Delmont,2020,3570,0.149193847237623,Douglas,43.25182,-98.16035
Delmont,2021,2969,0.109165699352928,Douglas,43.25182,-98.16035
Dimock,2019,2869,0.058593919046512,Hutchinson,43.47897,-98.02080
