city,YEAR,total arrivals by city,pct_of_county,county,lat,lon
Howes,2020,2853,0.01,Meade,44.6095,-101.95172
Howes,2021,2836,0.01,Meade,44.6095,-101.95172
Hudson,2019,2300,0.00,Lincoln,44.97768,-92.71656
Hudson,2020,2664,0.01,Lincoln,44.97768,-92.71656
Hudson,2021,3468,0.01,Lincoln,44.97768,-92.71656
Humboldt,2019,4870,0.00,Minnehaha,43.65224,-97.07276
Humboldt,2020,4396,0.00,Minnehaha,43.65224,-97.07276
Humboldt,2021,5271,0.00,Minnehaha,43.65224,-97.07276
Hurley,2019,4591,0.11,Turner,43.26554,-97.1161
Hurley,2020,3678,0.12,Turner,43.26554,-97.1161
Hurley,2021,6045,0.16,Turner,43.26554,-97.1161
Huron,2019,270776,1.33,Beadle,44.36384,-98.21095
Huron,2020,196825,1.26,Beadle,44.36384,-98.21095
Huron,2021,257637,1.35,Beadle,44.36384,-98.21095
Ideal,2019,2185,0.03,Tripp,43.58369,-99.9098
Ideal,2020,1913,0.03,Tripp,43.58369,-99.9098
Ideal,2021,1169,0.02,Tripp,43.58369,-99.9098
Interior,2019,12198,0.07,Jackson,43.63162,-101.92402
Interior,2020,14018,0.08,Jackson,43.63162,-101.92402
Interior,2021,9252,0.05,Jackson,43.63162,-101.92402
Ipswich,2019,25840,0.56,Edmunds,45.46125,-98.91961
Ipswich,2020,25491,0.68,Edmunds,45.46125,-98.91961
Ipswich,2021,30028,0.63,Edmunds,45.46125,-98.91961
Irene,2019,5777,0.03,Clay,43.0951,-97.20041
Irene,2020,4553,0.04,Clay,43.0951,-97.20041
Irene,2021,4070,0.02,Clay,43.0951,-97.20041
Iroquois,2019,11637,0.15,Kingsbury,44.35601,-97.85083
Iroquois,2020,8168,0.14,Kingsbury,44.35601,-97.85083
Iroquois,2021,14429,0.19,Kingsbury,44.35601,-97.85083
Isabel,2019,11511,0.24,Dewey,45.41153,-101.40322
Isabel,2020,8012,0.22,Dewey,45.41153,-101.40322
Isabel,2021,8486,0.18,Dewey,45.41153,-101.40322
Java,2019,3544,0.04,Walworth,45.58878,-99.84545
Java,2020,853,0.01,Walworth,45.58878,-99.84545
Java,2021,623,0.01,Walworth,45.58878,-99.84545
Jefferson,2019,13518,0.06,Union,42.56919,-96.57449
Jefferson,2020,14382,0.08,Union,42.56919,-96.57449
Jefferson,2021,11241,0.06,Union,42.56919,-96.57449
Kadoka,2019,37466,0.21,Jackson,43.83275,-101.50811
Kadoka,2020,33452,0.20,Jackson,43.83275,-101.50811
Kadoka,2021,43871,0.25,Jackson,43.83275,-101.50811
Keldron,2019,1242,0.04,Corson,45.72769,-101.89517
Keldron,2020,969,0.03,Corson,45.72769,-101.89517
Keldron,2021,1454,0.05,Corson,45.72769,-101.89517
Kennebec,2019,14881,0.04,Lyman,43.91368,-99.86892
Kennebec,2020,14337,0.05,Lyman,43.91368,-99.86892
Kennebec,2021,11564,0.04,Lyman,43.91368,-99.86892
Keystone,2019,118521,0.05,Pennington,43.88537,-103.37442
Keystone,2020,111398,0.05,Pennington,43.88537,-103.37442
Keystone,2021,98896,0.04,Pennington,43.88537,-103.37442
Kimball,2019,36601,0.22,Brule,43.7599,-98.94987
Kimball,2020,30189,0.20,Brule,43.7599,-98.94987
Kimball,2021,36495,0.21,Brule,43.7599,-98.94987
Kranzburg,2019,272,0.00,Codington,44.89014,-96.92139
Kranzburg,2020,629,0.00,Codington,44.89014,-96.92139
Kranzburg,2021,547,0.00,Codington,44.89014,-96.92139
Kyle,2019,5473,0.10,Oglala Lakota,43.42793,-102.16299
Kyle,2020,2274,0.08,Oglala Lakota,43.42793,-102.16299
Kyle,2021,3823,0.08,Oglala Lakota,43.42793,-102.16299
Labolt,2019,3644,0.03,Grant,45.05461,-96.66554
Labolt,2020,2355,0.03,Grant,45.05461,-96.66554
Labolt,2021,1772,0.02,Grant,45.05461,-96.66554
Lake Andes,2019,65581,0.45,Charles Mix,43.14655,-98.52471
Lake Andes,2020,71308,0.46,Charles Mix,43.14655,-98.52471
Lake Andes,2021,74922,0.44,Charles Mix,43.14655,-98.52471
Lake City,2019,22543,0.41,Marshall,44.43709,-92.28506
Lake City,2020,15318,0.37,Marshall,44.43709,-92.28506
Lake City,2021,18650,0.38,Marshall,44.43709,-92.28506
Lake Norden,2019,40960,0.47,Hamlin,44.58123,-97.1722
Lake Norden,2020,40033,0.51,Hamlin,44.58123,-97.1722
Lake Norden,2021,38289,0.53,Hamlin,44.58123,-97.1722
Lake Preston,2019,15407,0.20,Kingsbury,44.36147,-97.35501
Lake Preston,2020,16125,0.27,Kingsbury,44.36147,-97.35501
Lake Preston,2021,18332,0.24,Kingsbury,44.36147,-97.35501
Lane,2019,461,0.02,Jerauld,44.05518,-98.41553
Lane,2020,962,0.05,Jerauld,44.05518,-98.41553
Lane,2021,535,0.02,Jerauld,44.05518,-98.41553
Langford,2019,5236,0.10,Marshall,45.59507,-97.82205
Langford,2020,4391,0.11,Marshall,45.59507,-97.82205
Langford,2021,4881,0.10,Marshall,45.59507,-97.82205
Lantry,2019,333,0.01,Dewey,45.0273,-101.4442
Lantry,2020,335,0.01,Dewey,45.0273,-101.4442
Lantry,2021,142,0.00,Dewey,45.0273,-101.4442
Lead,2019,205955,0.21,Lawrence,44.35109,-103.78491
Lead,2020,229526,0.27,Lawrence,44.35109,-103.78491
Lead,2021,257407,0.27,Lawrence,44.35109,-103.78491
Lebanon,2019,955,0.02,Potter,37.67673,-92.66177
Lebanon,2020,667,0.02,Potter,37.67673,-92.66177
Lebanon,2021,737,0.02,Potter,37.67673,-92.66177
Lemmon,2019,42723,0.87,Perkins,45.92177,-102.16316
Lemmon,2020,40252,0.84,Perkins,45.92177,-102.16316
Lemmon,2021,41787,0.88,Perkins,45.92177,-102.16316
Lennox,2019,22223,0.04,Lincoln,43.35571,-96.87486
Lennox,2020,17727,0.05,Lincoln,43.35571,-96.87486
Lennox,2021,19163,0.04,Lincoln,43.35571,-96.87486
Leola,2019,4174,0.16,Mcpherson,45.72507,-98.96186
Leola,2020,6098,0.43,Mcpherson,45.72507,-98.96186
Leola,2021,6401,0.42,Mcpherson,45.72507,-98.96186
Lesterville,2019,3571,0.02,Yankton,43.05044,-97.59298
Lesterville,2020,785,0.00,Yankton,43.05044,-97.59298
Lesterville,2021,2599,0.01,Yankton,43.05044,-97.59298
Letcher,2019,5310,0.21,Sanborn,43.88711,-98.17453
Letcher,2020,3925,0.23,Sanborn,43.88711,-98.17453
Letcher,2021,3749,0.20,Sanborn,43.88711,-98.17453
Little Eagle,2019,0,0.00,Corson,45.68115,-100.78857
Little Eagle,2020,716,0.02,Corson,45.68115,-100.78857
Little Eagle,2021,668,0.02,Corson,45.68115,-100.78857
Lodgepole,2019,955,0.02,Perkins,41.19041,-102.67844
Lodgepole,2020,1304,0.03,Perkins,41.19041,-102.67844
Lodgepole,2021,1433,0.03,Perkins,41.19041,-102.67844
Long Lake,2019,794,0.03,Mcpherson,45.86081,-99.18097
Long Lake,2020,921,0.07,Mcpherson,45.86081,-99.18097
Long Lake,2020,921,0.07,Mcpherson,44.98384,-93.58353
Long Lake,2021,1250,0.08,Mcpherson,44.98384,-93.58353
Long Valley,2019,1123,0.01,Jackson,43.4631,-101.48591
Long Valley,2020,1846,0.01,Jackson,43.4631,-101.48591
Long Valley,2021,4970,0.03,Jackson,43.4631,-101.48591
Lower Brule,2019,8541,0.02,Lyman,44.07529,-99.68845
Lower Brule,2020,5167,0.02,Lyman,44.07529,-99.68845
Lower Brule,2021,8549,0.03,Lyman,44.07529,-99.68845
Ludlow,2019,2325,0.06,Harding,45.86652,-103.43847
Ludlow,2020,2680,0.08,Harding,45.86652,-103.43847
Ludlow,2021,1462,0.05,Harding,45.86652,-103.43847
Lyons,2019,576,0.00,Minnehaha,41.94032,-96.46631
Lyons,2020,1222,0.00,Minnehaha,41.94032,-96.46631
Lyons,2021,1356,0.00,Minnehaha,41.94032,-96.46631
Madison,2019,86519,1.06,Lake,44.00804,-97.12132
Madison,2020,66764,1.04,Lake,44.00804,-97.12132
Madison,2021,84011,1.10,Lake,44.00804,-97.12132
Manderson,2019,498,0.01,Oglala Lakota,43.23252,-102.46025
Manderson,2020,571,0.02,Oglala Lakota,43.23252,-102.46025
Manderson,2021,443,0.01,Oglala Lakota,43.23252,-102.46025
Mansfield,2019,2878,0.00,Brown,45.26436,-98.6169
Mansfield,2020,2967,0.00,Brown,45.26436,-98.6169
Mansfield,2021,1737,0.00,Brown,45.26436,-98.6169
Marion,2019,9065,0.23,Turner,43.42631,-97.28982
Marion,2020,8181,0.26,Turner,43.42631,-97.28982
Marion,2021,9180,0.24,Turner,43.42631,-97.28982
Martin,2019,30167,1.29,Bennett,43.17857,-101.72007
Martin,2020,32704,1.36,Bennett,43.17857,-101.72007
Martin,2021,41124,1.35,Bennett,43.17857,-101.72007
Marty,2019,0,0.00,Charles Mix,43.00049,-98.41553
Marty,2020,338,0.00,Charles Mix,43.00049,-98.41553
Marty,2021,1028,0.01,Charles Mix,43.00049,-98.41553
Marvin,2019,5215,0.05,Grant,45.29626,-96.94336
Marvin,2020,1100,0.01,Grant,45.29626,-96.94336
Marvin,2021,1918,0.02,Grant,45.29626,-96.94336
Mc Intosh,2019,1154,0.04,Corson,45.91602,-101.34993
Mc Intosh,2020,1499,0.05,Corson,45.91602,-101.34993
Mc Intosh,2021,2314,0.07,Corson,45.91602,-101.34993
Mc Laughlin,2019,9555,0.33,Corson,45.8123,-100.78854
Mc Laughlin,2020,8916,0.30,Corson,45.8123,-100.78854
Mc Laughlin,2021,9359,0.30,Corson,45.8123,-100.78854
Meadow,2019,3364,0.07,Perkins,45.36808,-102.30568
Meadow,2020,3357,0.07,Perkins,45.36808,-102.30568
Meadow,2021,2028,0.04,Perkins,45.36808,-102.30568
Mellette,2019,2547,0.04,Spink,45.15436,-98.47869
Mellette,2020,3481,0.06,Spink,45.15436,-98.47869
Mellette,2021,4135,0.06,Spink,45.15436,-98.47869
Menno,2019,6508,0.13,Hutchinson,43.22024,-97.56497
Menno,2020,5523,0.16,Hutchinson,43.22024,-97.56497
Menno,2021,10610,0.22,Hutchinson,43.22024,-97.56497
Midland,2019,15933,0.20,Haakon,44.1231,-101.20508
Midland,2020,10157,0.17,Haakon,44.1231,-101.20508
Midland,2021,11289,0.13,Haakon,44.1231,-101.20508
Milbank,2019,89726,0.84,Grant,45.20829,-96.62004
Milbank,2020,66084,0.77,Grant,45.20829,-96.62004
Milbank,2021,75866,0.78,Grant,45.20829,-96.62004
Milesville,2019,3083,0.04,Haakon,44.54925,-101.62466
Milesville,2020,1495,0.03,Haakon,44.54925,-101.62466
Milesville,2021,2006,0.02,Haakon,44.54925,-101.62466
Miller,2019,37956,1.05,Hand,44.53556,-98.99643
Miller,2020,39769,1.12,Hand,44.53556,-98.99643
Miller,2021,45912,1.05,Hand,44.53556,-98.99643
Mission,2019,30691,0.86,Todd,43.28807,-100.62303
Mission,2020,13371,0.68,Todd,43.28807,-100.62303
Mission,2021,18505,0.73,Todd,43.28807,-100.62303
Mission Hill,2019,637,0.00,Yankton,42.9411,-97.29672
Mission Hill,2020,1806,0.01,Yankton,42.9411,-97.29672
Mission Hill,2021,3193,0.02,Yankton,42.9411,-97.29672
Mitchell,2019,381382,0.89,Davison,43.71024,-98.02805
Mitchell,2020,272173,0.86,Davison,43.71024,-98.02805
Mitchell,2021,371751,0.91,Davison,43.71024,-98.02805
Mobridge,2019,75555,0.80,Walworth,45.54586,-100.44026
Mobridge,2020,67793,0.85,Walworth,45.54586,-100.44026
Mobridge,2021,65115,0.76,Walworth,45.54586,-100.44026
Monroe,2019,0,0.00,Turner,43.48708,-97.2247
Monroe,2020,44,0.00,Turner,43.48708,-97.2247
Monroe,2021,823,0.02,Turner,43.48708,-97.2247
Montrose,2019,2612,0.05,Mccook,43.71464,-97.19107
Montrose,2020,2723,0.07,Mccook,43.71464,-97.19107
Montrose,2021,3756,0.10,Mccook,43.71464,-97.19107
Morristown,2019,1351,0.05,Corson,46.0118,-101.71809
Morristown,2020,1471,0.05,Corson,46.0118,-101.71809
Morristown,2021,1317,0.04,Corson,46.0118,-101.71809
Mound City,2019,1835,0.07,Campbell,45.71248,-100.0971
Mound City,2020,4404,0.22,Campbell,45.71248,-100.0971
Mound City,2021,4285,0.18,Campbell,45.71248,-100.0971
Mount Vernon,2019,9605,0.02,Davison,43.69658,-98.26459
Mount Vernon,2020,9947,0.03,Davison,43.69658,-98.26459
Mount Vernon,2021,9892,0.02,Davison,43.69658,-98.26459
Mud Butte,2019,182,0.00,Meade,44.9452,-102.54616
Mud Butte,2020,1158,0.00,Meade,44.9452,-102.54616
Mud Butte,2021,1073,0.00,Meade,44.9452,-102.54616
Murdo,2019,44133,0.52,Jones,43.88121,-100.70268
Murdo,2020,24141,0.35,Jones,43.88121,-100.70268
Murdo,2021,25693,0.33,Jones,43.88121,-100.70268
Nemo,2019,11419,0.01,Lawrence,44.24282,-103.57364
Nemo,2020,9048,0.01,Lawrence,44.24282,-103.57364
Nemo,2021,14875,0.02,Lawrence,44.24282,-103.57364
New Effington,2019,1741,0.01,Roberts,45.87979,-96.95467
New Effington,2020,3053,0.02,Roberts,45.87979,-96.95467
New Effington,2021,3684,0.02,Roberts,45.87979,-96.95467
New Holland,2019,0,0.00,Douglas,43.43966,-98.59171
New Holland,2020,73,0.00,Douglas,43.43966,-98.59171
New Holland,2021,0,0.00,Douglas,43.43966,-98.59171
New Underwood,2019,4047,0.00,Pennington,44.12218,-102.84253
New Underwood,2020,8607,0.00,Pennington,44.12218,-102.84253
New Underwood,2021,6249,0.00,Pennington,44.12218,-102.84253
Newell,2019,15252,0.08,Butte,44.78811,-103.38206
Newell,2020,17208,0.09,Butte,44.78811,-103.38206
Newell,2021,15113,0.08,Butte,44.78811,-103.38206
Nisland,2019,2291,0.01,Butte,44.69593,-103.56738
Nisland,2020,3078,0.02,Butte,44.69593,-103.56738
Nisland,2021,4087,0.02,Butte,44.69593,-103.56738
Norris,2019,2354,0.12,Mellette,43.45438,-101.14369
Norris,2020,1738,0.13,Mellette,43.45438,-101.14369
Norris,2021,1005,0.06,Mellette,43.45438,-101.14369
North Sioux City,2019,105887,0.45,Union,42.50975,-96.49083
North Sioux City,2020,68194,0.40,Union,42.50975,-96.49083
North Sioux City,2021,85828,0.42,Union,42.50975,-96.49083
Northville,2019,2819,0.04,Spink,45.16064,-98.63201
Northville,2020,1799,0.03,Spink,45.16064,-98.63201
Northville,2021,1911,0.03,Spink,45.16064,-98.63201
Nunda,2019,0,0.00,Lake,44.15969,-96.9993
Nunda,2020,1117,0.02,Lake,44.15969,-96.9993
Nunda,2021,517,0.01,Lake,44.15969,-96.9993
Oacoma,2019,86812,0.24,Lyman,43.80452,-99.39071
Oacoma,2020,60978,0.23,Lyman,43.80452,-99.39071
Oacoma,2021,69966,0.23,Lyman,43.80452,-99.39071
Oelrichs,2019,612,0.00,Fall River,43.16227,-103.25167
Oelrichs,2020,3115,0.02,Fall River,43.16227,-103.25167
Oelrichs,2021,3462,0.02,Fall River,43.16227,-103.25167
Oglala,2019,12272,0.23,Oglala Lakota,43.17467,-102.7953
Oglala,2020,1976,0.07,Oglala Lakota,43.17467,-102.7953
Oglala,2021,8653,0.18,Oglala Lakota,43.17467,-102.7953
Okaton,2019,1843,0.02,Jones,43.92109,-100.93393
Okaton,2020,1117,0.02,Jones,43.92109,-100.93393
Okaton,2021,1597,0.02,Jones,43.92109,-100.93393
Okreek,2019,0,0.00,Todd,43.33415,-100.39836
Okreek,2020,843,0.04,Todd,43.33415,-100.39836
Okreek,2021,655,0.03,Todd,43.33415,-100.39836
Oldham,2019,354,0.00,Kingsbury,44.23045,-97.29083
Oldham,2020,1023,0.02,Kingsbury,44.23045,-97.29083
Oldham,2021,1209,0.02,Kingsbury,44.23045,-97.29083
Olivet,2019,1722,0.04,Hutchinson,43.29628,-97.70489
Olivet,2020,2066,0.06,Hutchinson,43.29628,-97.70489
Olivet,2021,2738,0.06,Hutchinson,43.29628,-97.70489
Onaka,2019,1131,0.04,Faulk,45.24855,-99.45423
Onaka,2020,1486,0.07,Faulk,45.24855,-99.45423
Onaka,2021,1474,0.07,Faulk,45.24855,-99.45423
Onida,2019,19472,0.76,Sully,44.70693,-100.0563
Onida,2020,17269,0.89,Sully,44.70693,-100.0563
Onida,2021,19316,1.05,Sully,44.70693,-100.0563
Oral,2019,1311,0.01,Fall River,43.37619,-103.29408
Oral,2020,871,0.01,Fall River,43.37619,-103.29408
Oral,2021,1885,0.01,Fall River,43.37619,-103.29408
Orient,2019,5314,0.15,Hand,44.81475,-99.15037
Orient,2020,3828,0.11,Hand,44.81475,-99.15037
Orient,2021,5476,0.12,Hand,44.81475,-99.15037
Ortley,2019,0,0.00,Roberts,45.2786,-97.20393
Ortley,2020,355,0.00,Roberts,45.2786,-97.20393
Ortley,2021,371,0.00,Roberts,45.2786,-97.20393
Owanka,2019,2002,0.00,Pennington,44.1038,-102.62347
Owanka,2020,923,0.00,Pennington,44.1038,-102.62347
Owanka,2021,345,0.00,Pennington,44.1038,-102.62347
Parker,2019,12029,0.30,Turner,43.40421,-97.13642
Parker,2020,10980,0.35,Turner,43.40421,-97.13642
Parker,2021,14306,0.37,Turner,43.40421,-97.13642
Parkston,2019,23787,0.49,Hutchinson,43.39185,-97.98157
Parkston,2020,18536,0.53,Hutchinson,43.39185,-97.98157
Parkston,2021,21555,0.44,Hutchinson,43.39185,-97.98157
Parmelee,2019,457,0.01,Todd,43.31622,-101.03143
Parmelee,2020,3850,0.20,Todd,43.31622,-101.03143
Parmelee,2021,2742,0.11,Todd,43.31622,-101.03143
Peever,2019,1785,0.01,Roberts,45.51986,-97.00707
Peever,2020,1181,0.01,Roberts,45.51986,-97.00707
Peever,2021,3092,0.02,Roberts,45.51986,-97.00707
Philip,2019,35263,0.45,Haakon,44.05154,-101.67146
Philip,2020,31924,0.55,Haakon,44.05154,-101.67146
Philip,2021,45829,0.55,Haakon,44.05154,-101.67146
Pickstown,2019,11296,0.08,Charles Mix,43.0689,-98.54691
Pickstown,2020,14904,0.10,Charles Mix,43.0689,-98.54691
Pickstown,2021,10052,0.06,Charles Mix,43.0689,-98.54691
Piedmont,2019,19782,0.04,Meade,44.23335,-103.34983
Piedmont,2020,23670,0.05,Meade,44.23335,-103.34983
Piedmont,2021,26912,0.05,Meade,44.23335,-103.34983
Pierpont,2019,0,0.00,Day,45.49455,-97.79685
Pierpont,2020,1458,0.02,Day,45.49455,-97.79685
Pierpont,2021,1617,0.02,Day,45.49455,-97.79685
Pierre,2019,409251,1.32,Hughes,44.38026,-100.32782
Pierre,2020,310549,1.22,Hughes,44.38026,-100.32782
Pierre,2021,343302,1.17,Hughes,44.38026,-100.32782
Pine Ridge,2019,28986,0.55,Oglala Lakota,43.03728,-102.54829
Pine Ridge,2020,28515,1.00,Oglala Lakota,43.03728,-102.54829
Pine Ridge,2021,39416,0.83,Oglala Lakota,43.03728,-102.54829
Plankinton,2019,34534,0.51,Aurora,43.72192,-98.47147
Plankinton,2020,28355,0.49,Aurora,43.72192,-98.47147
Plankinton,2021,29046,0.48,Aurora,43.72192,-98.47147
Platte,2019,83681,0.57,Charles Mix,43.41374,-98.88467
Platte,2020,89462,0.58,Charles Mix,43.41374,-98.88467
Platte,2021,95335,0.56,Charles Mix,43.41374,-98.88467
Pollock,2019,17533,0.66,Campbell,45.89973,-100.27272
Pollock,2020,10224,0.51,Campbell,45.89973,-100.27272
Pollock,2021,13241,0.55,Campbell,45.89973,-100.27272
Porcupine,2019,9038,0.17,Oglala Lakota,43.2891,-102.36674
Porcupine,2020,1529,0.05,Oglala Lakota,43.2891,-102.36674
Porcupine,2021,4736,0.10,Oglala Lakota,43.2891,-102.36674
Prairie City,2019,681,0.01,Perkins,45.50615,-102.77049
Prairie City,2020,2844,0.06,Perkins,45.50615,-102.77049
Prairie City,2021,2959,0.06,Perkins,45.50615,-102.77049
Presho,2019,47294,0.13,Lyman,43.89005,-100.06063
Presho,2020,25939,0.10,Lyman,43.89005,-100.06063
Presho,2021,26591,0.09,Lyman,43.89005,-100.06063
Pringle,2019,802,0.00,Custer,43.61572,-103.60107
Pringle,2020,250,0.00,Custer,43.61572,-103.60107
Pringle,2021,391,0.00,Custer,43.61572,-103.60107
Pukwana,2019,7402,0.04,Brule,43.80198,-99.17567
Pukwana,2020,7793,0.05,Brule,43.80198,-99.17567
Pukwana,2021,9653,0.06,Brule,43.80198,-99.17567
Quinn,2019,842,0.00,Pennington,44.05734,-102.07468
Quinn,2020,944,0.00,Pennington,44.05734,-102.07468
Quinn,2021,1315,0.00,Pennington,44.05734,-102.07468
Ralph,2019,387,0.01,Harding,45.85725,-103.03319
Ralph,2020,781,0.02,Harding,45.85725,-103.03319
Ralph,2021,452,0.01,Harding,45.85725,-103.03319
Ramona,2019,2275,0.03,Lake,44.12856,-97.21337
Ramona,2020,2989,0.05,Lake,44.12856,-97.21337
Ramona,2021,1292,0.02,Lake,44.12856,-97.21337
Rapid City,2019,1711926,0.69,Pennington,44.06365,-103.23241
Rapid City,2020,1442141,0.67,Pennington,44.06365,-103.23241
Rapid City,2021,1694637,0.71,Pennington,44.06365,-103.23241
Raymond,2019,5737,0.13,Clark,45.02144,-95.22537
Raymond,2020,2711,0.07,Clark,45.02144,-95.22537
Raymond,2021,3300,0.06,Clark,45.02144,-95.22537
Redfield,2019,50027,0.78,Spink,44.88143,-98.52595
Redfield,2020,36619,0.66,Spink,44.88143,-98.52595
Redfield,2021,44751,0.64,Spink,44.88143,-98.52595
Redig,2019,670,0.02,Harding,45.2417,-103.42529
Redig,2020,382,0.01,Harding,45.2417,-103.42529
Redig,2021,166,0.01,Harding,45.2417,-103.42529
Ree Heights,2019,2966,0.08,Hand,44.45103,-99.22928
Ree Heights,2020,2139,0.06,Hand,44.45103,-99.22928
Ree Heights,2021,2401,0.05,Hand,44.45103,-99.22928
Reliance,2019,15401,0.04,Lyman,43.91003,-99.52772
Reliance,2020,15635,0.06,Lyman,43.91003,-99.52772
Reliance,2021,16788,0.06,Lyman,43.91003,-99.52772
Renner,2019,6181,0.00,Minnehaha,43.66327,-96.72298
Renner,2020,4951,0.00,Minnehaha,43.66327,-96.72298
Renner,2021,4392,0.00,Minnehaha,43.66327,-96.72298
Reva,2019,5362,0.15,Harding,45.52704,-103.11802
Reva,2020,5835,0.17,Harding,45.52704,-103.11802
Reva,2021,4180,0.13,Harding,45.52704,-103.11802
Revillo,2019,3096,0.03,Grant,45.00553,-96.54295
Revillo,2020,3535,0.04,Grant,45.00553,-96.54295
Revillo,2021,3509,0.04,Grant,45.00553,-96.54295
Ridgeview,2019,1898,0.04,Dewey,45.16214,-100.65555
Ridgeview,2020,1640,0.05,Dewey,45.16214,-100.65555
Ridgeview,2021,1886,0.04,Dewey,45.16214,-100.65555
Rockham,2019,1881,0.07,Faulk,44.84403,-98.8907
Rockham,2020,1788,0.08,Faulk,44.84403,-98.8907
Rockham,2021,2342,0.12,Faulk,44.84403,-98.8907
Roscoe,2019,5521,0.12,Edmunds,45.41588,-99.35427
Roscoe,2020,8255,0.22,Edmunds,45.41588,-99.35427
Roscoe,2021,10686,0.22,Edmunds,45.41588,-99.35427
Rosebud,2019,14041,0.40,Todd,43.25153,-100.85783
Rosebud,2020,6474,0.33,Todd,43.25153,-100.85783
Rosebud,2021,7832,0.31,Todd,43.25153,-100.85783
Rosholt,2019,9846,0.07,Roberts,45.85434,-96.73101
Rosholt,2020,8450,0.07,Roberts,45.85434,-96.73101
Rosholt,2021,10214,0.07,Roberts,45.85434,-96.73101
Roslyn,2019,4313,0.04,Day,45.51394,-97.46479
Roslyn,2020,4967,0.05,Day,45.51394,-97.46479
Roslyn,2021,2758,0.03,Day,45.51394,-97.46479
Rutland,2019,1074,0.01,Lake,46.0554,-97.49768
Rutland,2020,619,0.01,Lake,46.0554,-97.49768
Rutland,2021,747,0.01,Lake,46.0554,-97.49768
Saint Charles,2019,0,0.00,Gregory,38.76336,-90.56079
Saint Charles,2020,70,0.00,Gregory,38.76336,-90.56079
Saint Charles,2021,0,0.00,Gregory,38.76336,-90.56079
Saint Francis,2019,1596,0.05,Todd,43.13349,-100.95564
Saint Francis,2020,1464,0.07,Todd,43.13349,-100.95564
Saint Francis,2021,2937,0.12,Todd,43.13349,-100.95564
Saint Lawrence,2019,2947,0.08,Hand,44.46604,-98.91284
Saint Lawrence,2020,4621,0.13,Hand,44.46604,-98.91284
Saint Lawrence,2021,7619,0.17,Hand,44.46604,-98.91284
Saint Onge,2019,7155,0.01,Lawrence,44.57719,-103.80277
Saint Onge,2020,3413,0.00,Lawrence,44.57719,-103.80277
Saint Onge,2021,2719,0.00,Lawrence,44.57719,-103.80277
Salem,2019,12854,0.26,Mccook,43.73466,-97.38319
Salem,2020,14499,0.35,Mccook,43.73466,-97.38319
Salem,2021,16583,0.44,Mccook,43.73466,-97.38319
Scenic,2019,2626,0.00,Pennington,43.771,-102.36475
Scenic,2020,3156,0.00,Pennington,43.771,-102.36475
Scenic,2021,3014,0.00,Pennington,43.771,-102.36475
Scotland,2019,10081,0.18,Bon Homme,43.13193,-97.73054
Scotland,2020,10446,0.23,Bon Homme,43.13193,-97.73054
Scotland,2021,9116,0.16,Bon Homme,43.13193,-97.73054
Selby,2019,23664,0.25,Walworth,45.50347,-100.05266
Selby,2020,16191,0.20,Walworth,45.50347,-100.05266
Selby,2021,19673,0.23,Walworth,45.50347,-100.05266
Seneca,2019,5385,0.21,Faulk,44.9797,-99.4727
Seneca,2020,2245,0.11,Faulk,44.9797,-99.4727
Seneca,2021,2321,0.11,Faulk,44.9797,-99.4727
Sinai,2019,0,0.00,Brookings,44.23363,-97.05179
Sinai,2020,65,0.00,Brookings,44.23363,-97.05179
Sinai,2021,81,0.00,Brookings,44.23363,-97.05179
Sioux Falls,2019,3365800,1.20,Minnehaha,43.52103,-96.7446
Sioux Falls,2020,2390192,1.25,Minnehaha,43.52103,-96.7446
Sioux Falls,2021,3096362,1.24,Minnehaha,43.52103,-96.7446
Sisseton,2019,53705,0.36,Roberts,45.66525,-97.05598
Sisseton,2020,38928,0.30,Roberts,45.66525,-97.05598
Sisseton,2021,43288,0.28,Roberts,45.66525,-97.05598
Smithwick,2019,0,0.00,Fall River,43.3374,-103.17627
Smithwick,2020,140,0.00,Fall River,43.3374,-103.17627
Smithwick,2021,300,0.00,Fall River,43.3374,-103.17627
South Shore,2019,5243,0.01,Codington,45.11675,-96.95179
South Shore,2020,4334,0.01,Codington,45.11675,-96.95179
South Shore,2021,3117,0.01,Codington,45.11675,-96.95179
Spearfish,2019,270413,0.27,Lawrence,44.4937,-103.85857
Spearfish,2020,183793,0.22,Lawrence,44.4937,-103.85857
Spearfish,2021,235577,0.25,Lawrence,44.4937,-103.85857
Spencer,2019,8707,0.18,Mccook,43.14112,-95.1508
Spencer,2020,3903,0.09,Mccook,43.14112,-95.1508
Spencer,2021,2380,0.06,Mccook,43.14112,-95.1508
Springfield,2019,17698,0.32,Bon Homme,42.86107,-97.90949
Springfield,2020,16654,0.37,Bon Homme,42.86107,-97.90949
Springfield,2021,24283,0.43,Bon Homme,42.86107,-97.90949
Stephan,2019,2352,0.09,Hyde,44.23096,-99.46955
Stephan,2020,3743,0.19,Hyde,44.23096,-99.46955
Stephan,2021,1248,0.06,Hyde,44.23096,-99.46955
Stickney,2019,6038,0.09,Aurora,43.574,-98.46134
Stickney,2020,5798,0.10,Aurora,43.574,-98.46134
Stickney,2021,6663,0.11,Aurora,43.574,-98.46134
Stockholm,2019,582,0.01,Grant,45.11719,-96.79213
Stockholm,2020,2725,0.03,Grant,45.11719,-96.79213
Stockholm,2021,5639,0.06,Grant,45.11719,-96.79213
